DAIRA,COMMUNE,FORET,DATE_DECL,HEURE_DECL,DATE_INT,HEURE_INT,DATE_EXT,HEURE_EXT,ESSENCE,TOT_FORET,TOT_MAQUIS,TOT_BROUSSAILLES,SURF_TOTAL,CAUSE,SIGNALE,ORGANISMES,DEGATS,DECL_YEAR,DECL_MONTH,DECL_DAY,INT_YEAR,INT_MONTH,INT_DAY,EXT_YEAR,EXT_MONTH,EXT_DAY,DECL_HOUR,INT_HOUR,EXT_HOUR,METEO_TEMP,METEO_VENTE_VITESSE,METEO_VENTE_DIRECTION,LOCATION_NAME,LONGITUDE,LATITUDE
HELIOPOLIS,BOUATI MAHMOUD,MECHTAT GUERARA,2017-07-07 00:00:00,1899-12-31 15:30:00,2017-07-07 00:00:00,1899-12-31 16:15:00,2017-07-07 00:00:00,1899-12-31 18:00:00,CL+BRS,0,5,0,7,INC,PV,PC,1800000,2017,7,7,2017,7,7,2017,7,7,15,16,18,41,24,S+O,Azzaba EST NJ-32-II-3,7.601,36.412
HELIOPOLIS,BOUATI MAHMOUD,MECHTAT GUERARA,2017-07-08 00:00:00,1899-12-31 13:00:00,2017-07-08 00:00:00,1899-12-31 13:40:00,2017-07-08 00:00:00,1899-12-31 15:30:00,CL,0,0,0,3,INC,PV,PC,1200000,2017,7,8,2017,7,8,2017,7,8,13,13,15,42,37,S+O,Azzaba EST NJ-32-II-3,7.601,36.412
HELIOPOLIS,BOUATI MAHMOUD,LAAOUISSIA,2017-07-10 00:00:00,1899-12-31 12:20:00,2017-07-10 00:00:00,1899-12-31 13:00:00,2017-07-10 00:00:00,1899-12-31 18:45:00,CL,0,0,0,2,INC,PV,PC,800000,2017,7,10,2017,7,10,2017,7,10,12,13,18,41,28,S+O,Azzaba EST NJ-32-II-3,7.601,36.412
HAMMAM DEBAGH,ROKNIA,FD GUENDOULA,2017-07-11 00:00:00,1899-12-31 12:30:00,2017-07-11 00:00:00,1899-12-31 13:00:00,2017-07-11 00:00:00,1899-12-31 20:20:00,BRS,0,25,0,25,INC,PV,SF+PC+EMPS+VLO,5000000,2017,7,11,2017,7,11,2017,7,11,12,13,20,46,28,S+O,Hammam Meskhoutine 53,7.356,36.536
HELIOPOLIS,BOUATI MAHMOUD,MECHTAT GUERARA,2017-07-13 00:00:00,1899-12-31 16:30:00,2017-07-13 00:00:00,1899-12-31 17:30:00,2017-07-13 00:00:00,1899-12-31 17:05:00,CL,0,0,0,0.5,INC,PV,SF,200000,2017,7,13,2017,7,13,2017,7,13,16,17,17,40,32,S+O,Azzaba EST NJ-32-II-3,7.601,36.412
HELIOPOLIS,BOUATI MAHMOUD,KEF SIDI ALI EL ARIANE,2017-07-14 00:00:00,1899-12-31 12:30:00,2017-07-14 00:00:00,1899-12-31 13:15:00,2017-07-14 00:00:00,1899-12-31 16:20:00,CL,0,0,0,0.25,INC,PV,PC,100000,2017,7,14,2017,7,14,2017,7,14,12,13,16,38,35,S+O,Azzaba EST NJ-32-II-3,7.601,36.412
HAMMAM N'BAIL,HAMMAM N'BAILS,SAFI AIN ZALGUA,2017-07-19 00:00:00,1899-12-31 09:15:00,2017-07-19 00:00:00,1899-12-31 10:00:00,2017-07-19 00:00:00,1899-12-31 11:30:00,MAQ,0.5,0,0,0.5,INC,BM,SF+PC,100000,2017,7,19,2017,7,19,2017,7,19,9,10,11,40,28,S+O,,7.122,36.334
BOUCHEGOUF,MEDJEZ SFA,CHAABET RAMOUL,2017-07-25 00:00:00,1899-12-31 13:40:00,2017-07-25 00:00:00,1899-12-31 14:15:00,2017-07-25 00:00:00,1899-12-31 18:50:00,CL,0,0,0,1,INC,BM,SF+PC,400000,2017,7,25,2017,7,25,2017,7,25,13,14,18,34,32,N+E,,7.756,36.585
HAMMAM N'BAIL,OUED CHEHAM,OUED GHANEM FAROUJA,2017-07-28 00:00:00,1899-12-31 10:43:00,2017-07-28 00:00:00,1899-12-31 11:15:00,2017-07-29 00:00:00,1899-12-31 08:00:00,CL,0,0,0,10,INC,BM,SF+PC,4000000,2017,7,28,2017,7,28,2017,7,29,10,11,8,39,24,N+E,,7.454,36.287
BOUCHEGOUF,MEDJEZ SFA,BOUZID,2017-07-28 00:00:00,1899-12-31 11:20:00,2017-07-28 00:00:00,1899-12-31 11:45:00,2017-07-28 00:00:00,1899-12-31 12:44:00,CL,0,0,0,0.15,INC,BM,SF+PC,60000,2017,7,28,2017,7,28,2017,7,28,11,11,12,39,24,N+E,,7.756,36.585
BOUCHEGOUF,MEDJEZ SFA,BOUZID,2017-07-28 00:00:00,1899-12-31 11:20:00,2017-07-28 00:00:00,1899-12-31 11:45:00,2017-07-28 00:00:00,1899-12-31 19:30:00,CL,0,0,0,20,INC,BM,SF+PC,8000000,2017,7,28,2017,7,28,2017,7,28,11,11,19,39,24,N+E,,7.756,36.585
HAMMAM DEBAGH,ROKNIA,AIN LEGSAB,2017-07-29 00:00:00,1899-12-31 12:00:00,2017-07-29 00:00:00,1899-12-31 12:30:00,2017-07-29 00:00:00,1899-12-31 21:05:00,MAQ,30,0,0,30,INC,PV,SF+PC+EMPS,6000000,2017,7,29,2017,7,29,2017,7,29,12,12,21,42,24,S+O,Hammam Meskhoutine 53,7.356,36.536
HAMMAM N'BAIL,OUED CHEHAM,OUED GHANEM FAROUJA,2017-07-29 00:00:00,1899-12-31 11:07:00,2017-07-29 00:00:00,1899-12-31 12:00:00,2017-07-29 00:00:00,1899-12-31 15:30:00,CL,0,0,0,10,INC,BM,SF+PC,4000000,2017,7,29,2017,7,29,2017,7,29,11,12,15,42,24,S+O,,7.454,36.287
BOUCHEGOUF,MEDJEZ SFA,EL MAZA SEGHIRA,2017-07-29 00:00:00,1899-12-31 13:11:00,2017-07-29 00:00:00,1899-12-31 13:45:00,2017-08-01 00:00:00,1899-12-31 08:00:00,BRS,0,10,0,10,INC,BM,SF+PC,2000000,2017,7,29,2017,7,29,2017,8,1,13,13,8,42,24,S+O,,7.756,36.585
HAMMAM N'BAIL,OUED CHEHAM,FROUJA,2017-07-29 00:00:00,1899-12-31 13:19:00,2017-07-29 00:00:00,1899-12-31 14:00:00,2017-07-29 00:00:00,1899-12-31 15:30:00,BRS,0,0.5,0,0.5,INC,BM,SF+PC,100000,2017,7,29,2017,7,29,2017,7,29,13,14,15,42,24,S+O,,7.454,36.287
BOUCHEGOUF,MEDJEZ SFA,LOURIDA,2017-07-29 00:00:00,1899-12-31 14:10:00,2017-07-29 00:00:00,1899-12-31 14:45:00,2017-07-30 00:00:00,1899-12-31 22:00:00,CL,0,0,0,350,INC,BM,SF+PC,140000000,2017,7,29,2017,7,29,2017,7,30,14,14,22,42,24,S+O,,7.756,36.585
OUED ZENATI,BORDJ SABAT,BENI MEDJALED,2017-07-29 00:00:00,1899-12-31 14:20:00,2017-07-29 00:00:00,1899-12-31 14:45:00,2017-07-29 00:00:00,1899-12-31 18:00:00,CL+BRS,0,1.75,0,2,INC,BM,SF+PC,450000,2017,7,29,2017,7,29,2017,7,29,14,14,18,42,24,S+O,,7.318,36.329
HELIOPOLIS,BOUATI MAHMOUD,SIDI ALI EL AARIAN,2017-07-29 00:00:00,1899-12-31 14:30:00,2017-07-29 00:00:00,1899-12-31 15:00:00,2017-07-29 00:00:00,1899-12-31 18:40:00,CL,0,0,0,3,INC,PV,SF,1200000,2017,7,29,2017,7,29,2017,7,29,14,15,18,42,24,S+O,Azzaba EST NJ-32-II-3,7.601,36.412
GUELAAT BOU SBAA,NECHMAYA,CHAABET RAMOUL,2017-07-29 00:00:00,1899-12-31 14:10:00,2017-07-29 00:00:00,1899-12-31 14:45:00,2017-07-29 00:00:00,1899-12-31 22:40:00,MAQ,1,0,0,2.5,INC,BM,SF+PC,350000,2017,7,29,2017,7,29,2017,7,29,14,14,22,42,24,S+O,,7.512,36.612
GUELAAT BOU SBAA,NECHMAYA,TEBASSA,2017-07-29 00:00:00,1899-12-31 16:30:00,2017-07-29 00:00:00,1899-12-31 17:00:00,2017-07-29 00:00:00,1899-12-31 19:30:00,TPARCOUR,0,0,0,4,INC,BM,SF+PC,400000,2017,7,29,2017,7,29,2017,7,29,16,17,19,42,24,S+O,,7.512,36.612
HAMMAM DEBAGH,ROKNIA,AIN FEHAM,2017-07-30 00:00:00,1899-12-31 06:55:00,2017-07-30 00:00:00,1899-12-31 07:30:00,2017-07-30 00:00:00,1899-12-31 19:30:00,MAQ+CL+CZ,20,0,0,40,INC,PV,SF+PC+EMPS,12000000,2017,7,30,2017,7,30,2017,7,30,6,7,19,44,26,S+O,Hammam Meskhoutine 53,7.356,36.536
HELIOPOLIS,HELIOPOLIS,HMAM OULED ALI,2017-07-31 00:00:00,1899-12-31 12:45:00,2017-07-31 00:00:00,1899-12-31 13:10:00,2017-07-31 00:00:00,1899-12-31 18:50:00,BRS,0,4,0,4,INC,PV,SF+PC,800000,2017,7,31,2017,7,31,2017,7,31,12,13,18,46,28,S+O,Azzaba EST NJ-32-II-3,7.442,36.503
HAMMAM N'BAIL,HAMMAM N'BAILS,DJ OURETH,2017-07-31 00:00:00,1899-12-31 11:30:00,2017-07-31 00:00:00,1899-12-31 12:00:00,2017-08-01 00:00:00,1899-12-31 14:00:00,BRS,0,2,0,2,INC,BM,SF+PC,400000,2017,7,31,2017,7,31,2017,8,1,11,12,14,46,28,S+O,,7.122,36.334
HAMMAM N'BAIL,HAMMAM N'BAILS,EL KHALOUA,2017-07-31 00:00:00,1899-12-31 11:38:00,2017-07-31 00:00:00,1899-12-31 12:00:00,2017-08-01 00:00:00,1899-12-31 15:30:00,BRS,0,1.5,0,1.5,INC,BM,SF+PC,300000,2017,7,31,2017,7,31,2017,8,1,11,12,15,46,28,S+O,,7.122,36.334
BOUCHEGOUF,BOUCHEGOUF,TAFER,2017-07-31 00:00:00,1899-12-31 13:20:00,2017-07-31 00:00:00,1899-12-31 13:45:00,2017-08-08 00:00:00,1899-12-31 10:00:00,CL+CZ+EUC+MAQ,877,0,0,5000,INC,BM,SF+PC+COMR+VOL,1824600000,2017,7,31,2017,7,31,2017,8,8,13,13,10,46,28,S+O,,7.728,36.468
BOUCHEGOUF,MEDJEZ SFA,LEGRINE,2017-08-03 00:00:00,1899-12-31 11:53:00,2017-08-03 00:00:00,1899-12-31 12:30:00,2017-08-05 00:00:00,1899-12-31 23:00:00,CV,0,0,0,13,INC,BM,SF+PC,5200000,2017,8,3,2017,8,3,2017,8,5,11,12,23,44,28,S+O,,7.756,36.585
HAMMAM N'BAIL,HAMMAM N'BAILS,AIN BEN KHERFENE,2017-08-03 00:00:00,1899-12-31 12:20:00,2017-08-03 00:00:00,1899-12-31 12:45:00,2017-08-04 00:00:00,1899-12-31 23:00:00,BRS,0,3,0,3,INC,BM,SF+PC,600000,2017,8,3,2017,8,3,2017,8,4,12,12,23,44,28,S+O,,7.122,36.334
HAMMAM N'BAIL,HAMMAM N'BAILS,BOUAICHOUNE,2017-08-03 00:00:00,1899-12-31 12:20:00,2017-08-03 00:00:00,1899-12-31 12:45:00,2017-08-03 00:00:00,1899-12-31 14:30:00,MAQ,1.5,0,0,1.5,INC,BM,SF+PC,300000,2017,8,3,2017,8,3,2017,8,3,12,12,14,44,28,S+O,,7.122,36.334
BOUCHEGOUF,MEDJEZ SFA,OUED GHANEM,2017-08-03 00:00:00,1899-12-31 14:30:00,2017-08-03 00:00:00,1899-12-31 15:00:00,2017-08-04 00:00:00,1899-12-31 17:00:00,BRS,0,0.5,0,0.5,INC,BM,SF+PC,100000,2017,8,3,2017,8,3,2017,8,4,14,15,17,44,28,S+O,,7.756,36.585
HELIOPOLIS,BOUATI MAHMOUD,SIDI ALI EL AARIAN,2017-08-03 00:00:00,1899-12-31 15:25:00,2017-08-03 00:00:00,1899-12-31 15:55:00,2017-08-03 00:00:00,1899-12-31 19:00:00,CL,0,0,0,1,INC,PV,SF,400000,2017,8,3,2017,8,3,2017,8,3,15,15,19,44,28,S+O,Azzaba EST NJ-32-II-3,7.601,36.412
HAMMAM DEBAGH,HAMMAM DEBAGH,GELALA,2017-08-04 00:00:00,1899-12-31 09:50:00,2017-08-04 00:00:00,1899-12-31 10:30:00,2017-08-04 00:00:00,1899-12-31 22:15:00,MAQ,20,0,0,20,INC,BM,SF+PC,4000000,2017,8,4,2017,8,4,2017,8,4,9,10,22,43,32,S+O,,7.278,36.462
HAMMAM DEBAGH,ROKNIA,SEBAA MZAZET,2017-08-04 00:00:00,1899-12-31 17:12:00,2017-08-04 00:00:00,1899-12-31 17:30:00,2017-08-04 00:00:00,1899-12-31 18:15:00,MAQ,1,0,0,1,INC,PV,PC+DW+EMPS,200000,2017,8,4,2017,8,4,2017,8,4,17,17,18,43,32,S+O,,7.356,36.536
OUED ZENATI,BORDJ SABAT,EL ARBIAA BENI MEDJALED,2017-08-05 00:00:00,1899-12-31 12:15:00,2017-08-05 00:00:00,1899-12-31 12:45:00,2017-08-05 00:00:00,1899-12-31 17:00:00,CL,0,0,0,6,INC,BM,SF+PC,2400000,2017,8,5,2017,8,5,2017,8,5,12,12,17,42,35,S+O,Hammam Meskhoutine 53,7.318,36.329
AIN MAKHLOUF,AIN MAKHLOUF,BELJOUDI,2017-08-05 00:00:00,1899-12-31 12:00:00,2017-08-05 00:00:00,1899-12-31 12:30:00,2017-08-05 00:00:00,1899-12-31 16:55:00,BRS,0,40,0,40,INC,BM,SF,8000000,2017,8,5,2017,8,5,2017,8,5,12,12,16,42,35,S+O,,7.257,36.462
GUELAAT BOU SBAA,BENI MEZLINE,BENI MEZLINE,2017-08-05 00:00:00,1899-12-31 13:43:00,2017-08-05 00:00:00,1899-12-31 13:50:00,2017-08-05 00:00:00,1899-12-31 18:30:00,MAQ+CL,60,0,0,80,INC,PV,PC+DW+EMPS,20000000,2017,8,5,2017,8,5,2017,8,5,13,13,18,42,35,S+O,DREAN OUEST NJ-32-II-4,7.522,36.504
HELIOPOLIS,BOUATI MAHMOUD,SIDI ALI EL AARIAN,2017-08-05 00:00:00,1899-12-31 13:10:00,2017-08-05 00:00:00,1899-12-31 13:30:00,2017-08-05 00:00:00,1899-12-31 18:30:00,MAQ,1.25,0,0,1.25,INC,PV,SF+PC,250000,2017,8,5,2017,8,5,2017,8,5,13,13,18,42,35,S+O,Azzaba EST NJ-32-II-3,7.601,36.412
GUELAAT BOU SBAA,BENI MEZLINE,HOUARA,2017-08-08 00:00:00,1899-12-31 09:42:00,2017-08-08 00:00:00,1899-12-31 10:00:00,2017-08-08 00:00:00,1899-12-31 20:00:00,CL+MAQ,20,0,0,50,INC,PV,PC+DW+EMPS,16000000,2017,8,8,2017,8,8,2017,8,8,9,10,20,45,26,S+O,DREAN OUEST NJ-32-II-4,7.522,36.504
HAMMAM DEBAGH,ROKNIA,KOUDIA SOUDA,2017-08-18 00:00:00,1899-12-31 20:00:00,2017-08-18 00:00:00,1899-12-31 20:15:00,2017-08-19 00:00:00,1899-12-31 09:00:00,MAQ,1,0,0,1,INC,PV,PC+DW+EMPS,200000,2017,8,18,2017,8,18,2017,8,19,20,20,9,39,28,S+O,,7.356,36.536
HAMMAM DEBAGH,ROKNIA,BERIMA,2017-08-25 00:00:00,1899-12-31 17:00:00,2017-08-25 00:00:00,1899-12-31 17:30:00,2017-08-25 00:00:00,1899-12-31 20:30:00,MAQ,1.5,0,0,1.5,INC,BM,SF+PC,300000,2017,8,25,2017,8,25,2017,8,25,17,17,20,43,24,S+O,Hammam Meskhoutine 53,7.356,36.536
GUELAAT BOU SBAA,BENI MEZLINE,FEDJ ZIZOUA,2017-08-26 00:00:00,1899-12-31 13:00:00,2017-08-26 00:00:00,1899-12-31 13:15:00,2017-08-26 00:00:00,1899-12-31 15:15:00,MAQ,7,0,0,7,INC,PV,PC,1400000,2017,8,26,2017,8,26,2017,8,26,13,13,15,41,24,S+O,DREAN OUEST NJ-32-II-4,7.522,36.504
BOUCHEGOUF,MEDJEZ SFA,LOURIDA,2017-08-29 00:00:00,1899-12-31 11:27:00,2017-08-29 00:00:00,1899-12-31 12:00:00,2017-08-29 00:00:00,1899-12-31 16:35:00,CL,0,0,0,7,INC,BM,SF+PC,2800000,2017,8,29,2017,8,29,2017,8,29,11,12,16,39,29,N+E,,7.756,36.585
HAMMAM DEBAGH,BOUHAMDANE,MECHTAT EL KERCHA,2017-08-31 00:00:00,1899-12-31 11:42:00,2017-08-31 00:00:00,1899-12-31 12:00:00,2017-08-31 00:00:00,1899-12-31 18:40:00,CL,0,0,0,10,INC,PV,PC+EMPS,4000000,2017,8,31,2017,8,31,2017,8,31,11,12,18,38,35,N+E,Hammam Meskhoutine 53,7.311,36.362
BOUCHEGOUF,MEDJEZ SFA,EL REKHAREKH,2017-09-01 00:00:00,1899-12-31 12:50:00,2017-09-01 00:00:00,1899-12-31 13:15:00,2017-09-02 00:00:00,1899-12-31 00:00:00,EUC+CL,0,0,0,20,INC,BM,SF+PC,8000000,2017,9,1,2017,9,1,2017,9,2,12,13,0,37,32,N+E,,7.756,36.585
HAMMAM DEBAGH,BOUHAMDANE,BENI AHMED,2017-09-01 00:00:00,1899-12-31 12:55:00,2017-09-01 00:00:00,1899-12-31 12:55:00,2017-09-01 00:00:00,1899-12-31 19:00:00,MAQ,10,0,0,10,INC,PV,PC+EMPS,2000000,2017,9,1,2017,9,1,2017,9,1,12,12,19,37,32,N+E,Hammam Meskhoutine 53,7.311,36.362
BOUCHEGOUF,MEDJEZ SFA,EL REKHAREKH,2017-09-08 00:00:00,1899-12-31 12:45:00,2017-09-08 00:00:00,1899-12-31 13:00:00,2017-09-08 00:00:00,1899-12-31 15:45:00,CL,0,0,0,0.2,INC,BM,SF+PC,80000,2017,9,8,2017,9,8,2017,9,8,12,13,15,31,22,N+E,,7.756,36.585
HELIOPOLIS,HELIOPOLIS,DJ BEZZIOUNE,2017-09-09 00:00:00,1899-12-31 11:16:00,2017-09-09 00:00:00,1899-12-31 11:30:00,2017-09-09 00:00:00,1899-12-31 17:30:00,MAQ,3,0,0,3,INC,PV,PC+DW,600000,2017,9,9,2017,9,9,2017,9,9,11,11,17,38,24,N+E,Azzaba EST NJ-32-II-3,7.442,36.503
BOUCHEGOUF,MEDJEZ SFA,EL MRIHL,2017-09-09 00:00:00,1899-12-31 13:30:00,2017-09-09 00:00:00,1899-12-31 14:00:00,2017-09-10 00:00:00,1899-12-31 10:30:00,CL+EUC,0,0,0,110,INC,BM,SF+PC,44000000,2017,9,9,2017,9,9,2017,9,10,13,14,10,38,24,N+E,,7.756,36.585
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2017-09-09 00:00:00,1899-12-31 14:20:00,2017-09-09 00:00:00,1899-12-31 14:40:00,2017-09-09 00:00:00,1899-12-31 19:45:00,CL,0,0,0,10,INC,PV,PC+EMPS,4000000,2017,9,9,2017,9,9,2017,9,9,14,14,19,38,24,N+E,Hammam Meskhoutine 53,7.311,36.362
HAMMAM N'BAIL,HAMMAM N'BAILS,BOUAICHOUNE,2017-09-15 00:00:00,1899-12-31 12:55:00,2017-09-15 00:00:00,1899-12-31 13:15:00,2017-09-15 00:00:00,1899-12-31 16:00:00,CV,0,0,0,1.5,INC,BM,SF+PC,600000,2017,9,15,2017,9,15,2017,9,15,12,13,16,41,32,N+E,,7.122,36.334
HELIOPOLIS,BOUATI MAHMOUD,EL REKHAREKH,2017-09-19 00:00:00,1899-12-31 17:27:00,2017-09-19 00:00:00,1899-12-31 18:00:00,2017-09-20 00:00:00,1899-12-31 08:00:00,CL,0,0,0,3,INC,BM,SF+PC,1200000,2017,9,19,2017,9,19,2017,9,20,17,18,8,27,28,N+E,,7.601,36.412
BOUCHEGOUF,MEDJEZ SFA,EL REKHAREKH,2017-09-21 00:00:00,1899-12-31 16:25:00,2017-09-21 00:00:00,1899-12-31 17:00:00,2017-09-21 00:00:00,1899-12-31 18:30:00,CL,0,0,0,0.5,INC,BM,SF+PC,200000,2017,9,21,2017,9,21,2017,9,21,16,17,18,32,29,N+E,,7.756,36.585
BOUCHEGOUF,MEDJEZ SFA,BOUZID,2017-09-22 00:00:00,1899-12-31 11:04:00,2017-09-22 00:00:00,1899-12-31 11:30:00,2017-09-22 00:00:00,1899-12-31 13:40:00,CL,0,0,0,0.5,INC,BM,SF+PC,200000,2017,9,22,2017,9,22,2017,9,22,11,11,13,35,28,N+E,,7.756,36.585
BOUCHEGOUF,MEDJEZ SFA,CHAABET RAMOUL,2017-09-22 00:00:00,1899-12-31 13:30:00,2017-09-22 00:00:00,1899-12-31 13:45:00,2017-09-22 00:00:00,1899-12-31 16:00:00,CL,0,0,0,0.25,INC,BM,SF+PC,100000,2017,9,22,2017,9,22,2017,9,22,13,13,16,35,28,N+E,,7.756,36.585
OUED ZENATI,BORDJ SABAT,LARBAA BENI MEDJALED,2018-07-13 00:00:00,1899-12-31 16:45:00,2018-07-13 00:00:00,1899-12-31 17:02:00,2018-07-13 00:00:00,1899-12-31 18:00:00,BRS,0,0,2,2,INC,PC,SF+PC+EMPS+DW,400000,2018,7,13,2018,7,13,2018,7,13,16,17,18,33.77,7.72,SO,,7.318,36.329
AIN MAKHLOUF,AIN MAKHLOUF,BELBESKRI,2018-07-21 00:00:00,1899-12-31 12:15:00,2018-07-21 00:00:00,1899-12-31 12:27:00,2018-07-21 00:00:00,1899-12-31 14:00:00,PA,4,0,0,4,INC,BM,SF+PC+DW+EAPC+EMPS+POP,1600000,2018,7,21,2018,7,21,2018,7,21,12,12,14,31,9.79,N,,7.257,36.462
OUED ZENATI,OUED ZENATI,DJ ONCEL,2018-07-25 00:00:00,1899-12-31 22:45:00,2018-07-25 00:00:00,1899-12-31 22:57:00,2018-07-26 00:00:00,1899-12-31 00:15:00,BRS,0,0,4,4,INC,PV,SF+PC+DW+EMPS,800000,2018,7,25,2018,7,25,2018,7,26,22,22,0,27.61,6.14,NE,,7.163,36.318
HAMMAM DEBAGH,ROKNIA,DJ MANCHAR,2018-08-23 00:00:00,1899-12-31 14:53:00,2018-08-23 00:00:00,1899-12-31 15:10:00,2018-08-23 00:00:00,1899-12-31 18:30:00,MAQ,0,1,0,1,INC,PV,SF+PC,200000,2018,8,23,2018,8,23,2018,8,23,14,15,18,23.46,7.04,SO+N,,7.356,36.536
OUED ZENATI,BORDJ SABAT,MOUBIA,2018-08-26 00:00:00,1899-12-31 12:00:00,2018-08-26 00:00:00,1899-12-31 12:18:00,2018-08-26 00:00:00,1899-12-31 17:10:00,CL+MAQ,3,1,0,4,INC,BM,SF+PC+EMPS+DW+EAPC+VOL,1400000,2018,8,26,2018,8,26,2018,8,26,12,12,17,25.02,5.7,SO+NE,,7.318,36.329
BOUCHEGOUF,BOUCHEGOUF,REKHARKH,2018-09-03 00:00:00,1899-12-31 13:34:00,2018-09-03 00:00:00,1899-12-31 13:42:00,2018-09-03 00:00:00,1899-12-31 14:53:00,CL,0.5,0,0,0.5,INC,PV,SF+PC,200000,2018,9,3,2018,9,3,2018,9,3,13,13,14,27.82,5.38,SO+E,,7.728,36.468
AIN HESSAINIA,MEDJEZ AMAR,EL KARMA,2018-09-03 00:00:00,1899-12-31 15:00:00,2018-09-03 00:00:00,1899-12-31 15:08:00,2018-09-03 00:00:00,1899-12-31 18:30:00,BRS,0,0,2,2,INC,PV,SF+PC+DW,400000,2018,9,3,2018,9,3,2018,9,3,15,15,18,27.82,5.38,SO+E,,7.215,36.447
BOUCHEGOUF,MEDJEZ SFA,KEF KOURATH,2018-09-04 00:00:00,1899-12-31 13:00:00,2018-09-04 00:00:00,1899-12-31 13:19:00,2018-09-04 00:00:00,1899-12-31 14:24:00,CL,0,0,0,0,INC,PV,SF+PC,,2018,9,4,2018,9,4,2018,9,4,13,13,14,28.82,6.56,SO,,7.756,36.585
HAMMAM DEBAGH,ROKNIA,MEZAR EL AFIA,2018-09-04 00:00:00,1899-12-31 12:30:00,2018-09-04 00:00:00,1899-12-31 12:44:00,2018-09-04 00:00:00,1899-12-31 14:00:00,CL+MAQ,0.5,1.5,0,2,INC,PV,SF+PC+EMPS+DW,500000,2018,9,4,2018,9,4,2018,9,4,12,12,14,28.82,6.56,SO,,7.356,36.536
HAMMAM DEBAGH,ROKNIA,LMEIDANE,2018-09-04 00:00:00,1899-12-31 14:00:00,2018-09-04 00:00:00,1899-12-31 14:09:00,2018-09-04 00:00:00,1899-12-31 19:00:00,MAQ,0,1.5,0,1.5,INC,PV,SF+PC+DW,300000,2018,9,4,2018,9,4,2018,9,4,14,14,19,28.82,6.56,SO,,7.356,36.536
BOUCHEGOUF,BOUCHEGOUF,SERIE 12 BOUTAHINE,2018-09-15 00:00:00,1899-12-31 14:15:00,2018-09-15 00:00:00,1899-12-31 14:28:00,2018-09-15 00:00:00,1899-12-31 15:45:00,MAQ,0,0.04,0,0.04,INC,BM,SF+PC,8000,2018,9,15,2018,9,15,2018,9,15,14,14,15,25.2,4.25,SO+E,,7.728,36.468
OUED ZENATI,BORDJ SABAT,DOUAR OULED SASSI,2019-06-14 00:00:00,1899-12-31 02:15:00,2019-06-14 00:00:00,1899-12-31 02:30:00,2019-06-14 00:00:00,1899-12-31 04:30:00,BRS,0,0,30,30,INC,BM,SF+PC+DW+EAPC+EMPS+VOL+POP,6000000,2019,6,14,2019,6,14,2019,6,14,2,2,4,26.77,9.52,S,,7.318,36.329
HAMMAM DEBAGH,ROKNIA,DJ DEBAGH,2019-06-14 00:00:00,1899-12-31 11:45:00,2019-06-14 00:00:00,1899-12-31 11:45:00,2019-06-14 00:00:00,1899-12-31 13:00:00,MAQ+BRS,0,0.5,0.5,1,INC,BM,SF+PC,200000,2019,6,14,2019,6,14,2019,6,14,11,11,13,26.77,9.52,S,,7.356,36.536
HAMMAM DEBAGH,BOUHAMDANE,DJ FALA,2019-06-19 00:00:00,1899-12-31 11:17:00,2019-06-19 00:00:00,1899-12-31 11:42:00,2019-06-19 00:00:00,1899-12-31 17:53:00,CL,8,0,0,8,INC,DW,SF+PC+DW+EMPS+EAPC+POP,3200000,2019,6,19,2019,6,19,2019,6,19,11,11,17,26.98,7.53,SO+N,,7.311,36.362
OUED ZENATI,BORDJ SABAT,KARIAT RAS LAEIOUN,2019-07-01 00:00:00,1899-12-31 14:57:00,2019-07-01 00:00:00,1899-12-31 14:57:00,2019-07-01 00:00:00,1899-12-31 15:25:00,MAQ,0.25,0,0,0.25,INC,BM,SF+PC,100000,2019,7,1,2019,7,1,2019,7,1,14,14,15,27.44,6.2,NE+SO,,7.318,36.329
HAMMAM DEBAGH,BOUHAMDANE,DJ BOUARBID,2019-07-06 00:00:00,1899-12-31 15:30:00,2019-07-06 00:00:00,1899-12-31 15:30:00,2019-07-08 00:00:00,1899-12-31 09:00:00,CL+CZ+MAQ,38,32,0,70,INC,BM,SF+PC+DW+EAPC+ANP+POP+SN+VOL,21600000,2019,7,6,2019,7,6,2019,7,8,15,15,9,31.97,7.88,NO+SO,,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,MERMOURA,2019-07-08 00:00:00,1899-12-31 14:30:00,2019-07-08 00:00:00,1899-12-31 14:30:00,2019-07-08 00:00:00,1899-12-31 17:40:00,CL,8,0,0,8,INC,BM,SF+PC+DW+EMPS,3200000,2019,7,8,2019,7,8,2019,7,8,14,14,17,32.42,7.92,S+SO,,7.311,36.362
HAMMAM DEBAGH,HAMMAM DEBAGH,DJ BOUGRÉNISSA,2019-07-10 00:00:00,1899-12-31 10:48:00,2019-07-10 00:00:00,1899-12-31 10:48:00,2019-07-10 00:00:00,1899-12-31 15:00:00,MAQ,0,1,0,1,INC,BM,SF+PC,200000,2019,7,10,2019,7,10,2019,7,10,10,10,15,25.76,7.02,N,,7.278,36.462
